Ten vat tu,Loai,Don vi,So luong,Don gia,Nguong canh bao,Ghi chu
Vat tu 1145,Tam thep,kg,275.38,55222,5,Ghi chu 1145
Vat tu 1146,Dam thep,tam,157.23,78630,5,Ghi chu 1146
Vat tu 1147,Tam thep,kg,297.53,78542,5,Ghi chu 1147
Vat tu 1148,Vat tu tieu hao,tam,90.78,70845,5,Ghi chu 1148
Vat tu 1149,Tam thep,tam,142.26,54673,5,Ghi chu 1149
Vat tu 1150,Dam thep,cuon,286.65,54240,5,Ghi chu 1150
Vat tu 1151,Vat tu tieu hao,thung,7.79,64450,5,Ghi chu 1151
Vat tu 1152,Ong thep,cai,26.37,61567,5,Ghi chu 1152
Vat tu 1153,Ong thep,met,164.09,63114,5,Ghi chu 1153
Vat tu 1154,Bu long - Oc vit,kg,98.71,70340,5,Ghi chu 1154
Vat tu 1155,Bu long - Oc vit,met,20.16,76896,5,Ghi chu 1155
Vat tu 1156,Thep hinh,cuon,107.26,79907,5,Ghi chu 1156
Vat tu 1157,Thep hop,tam,261.80,56064,5,Ghi chu 1157
Vat tu 1158,Tam thep,met,142.93,64547,5,Ghi chu 1158
Vat tu 1159,Vat tu tieu hao,thung,25.79,59751,5,Ghi chu 1159
Vat tu 1160,Thep goc,kg,179.52,61920,5,Ghi chu 1160
Vat tu 1161,Thep goc,tan,83.31,55020,5,Ghi chu 1161
Vat tu 1162,Bu long - Oc vit,cuon,263.85,73242,5,Ghi chu 1162
Vat tu 1163,Thep hinh,tam,17.87,81646,5,Ghi chu 1163
Vat tu 1164,Thep hinh,thung,104.33,64667,5,Ghi chu 1164
Vat tu 1165,Tam thep,cuon,186.00,69358,5,Ghi chu 1165
Vat tu 1166,Thep hinh,tam,268.20,82148,5,Ghi chu 1166
Vat tu 1167,Bu long - Oc vit,tan,57.66,79126,5,Ghi chu 1167
Vat tu 1168,Thep goc,met,322.48,62099,5,Ghi chu 1168
Vat tu 1169,Vat tu tieu hao,tam,61.86,64778,5,Ghi chu 1169
Vat tu 1170,Tam thep,kg,135.31,52861,5,Ghi chu 1170
Vat tu 1171,Thep hop,cai,236.17,59855,5,Ghi chu 1171
Vat tu 1172,Bu long - Oc vit,cai,253.71,50471,5,Ghi chu 1172
Vat tu 1173,Thep goc,met,280.54,50296,5,Ghi chu 1173
Vat tu 1174,Tam thep,cai,252.94,79048,5,Ghi chu 1174
Vat tu 1175,Bu long - Oc vit,thung,221.66,72220,5,Ghi chu 1175
Vat tu 1176,Ong thep,tan,85.66,56978,5,Ghi chu 1176
Vat tu 1177,Thep hinh,tan,312.12,72741,5,Ghi chu 1177
Vat tu 1178,Thep hop,cuon,17.19,74814,5,Ghi chu 1178
Vat tu 1179,Bu long - Oc vit,cuon,166.67,65918,5,Ghi chu 1179
Vat tu 1180,Thep hinh,kg,102.83,70992,5,Ghi chu 1180
Vat tu 1181,Thep hop,kg,55.43,72766,5,Ghi chu 1181
Vat tu 1182,Thep hop,kg,147.28,54601,5,Ghi chu 1182
Vat tu 1183,Vat tu tieu hao,cuon,157.21,51164,5,Ghi chu 1183
Vat tu 1184,Vat tu tieu hao,cuon,252.75,78010,5,Ghi chu 1184
Vat tu 1185,Bu long - Oc vit,cai,254.24,63298,5,Ghi chu 1185
Vat tu 1186,Thep hinh,met,28.43,51092,5,Ghi chu 1186
Vat tu 1187,Thep hop,cai,19.19,67711,5,Ghi chu 1187
Vat tu 1188,Bu long - Oc vit,met,15.20,82219,5,Ghi chu 1188
Vat tu 1189,Thep hop,cuon,122.62,61354,5,Ghi chu 1189
Vat tu 1190,Thep goc,cuon,23.89,52908,5,Ghi chu 1190
Vat tu 1191,Ong thep,met,118.77,78814,5,Ghi chu 1191
Vat tu 1192,Ong thep,cuon,304.24,71264,5,Ghi chu 1192
Vat tu 1193,Tam thep,kg,10.85,64140,5,Ghi chu 1193
Vat tu 1194,Thep goc,cuon,130.14,74143,5,Ghi chu 1194
Vat tu 1195,Dam thep,thung,30.67,59404,5,Ghi chu 1195
Vat tu 1196,Thep goc,kg,111.50,74756,5,Ghi chu 1196
Vat tu 1197,Tam thep,cai,276.82,65077,5,Ghi chu 1197
Vat tu 1198,Thep hop,kg,85.17,53336,5,Ghi chu 1198
Vat tu 1199,Bu long - Oc vit,thung,324.54,78538,5,Ghi chu 1199
Vat tu 1200,Thep hop,kg,168.71,63684,5,Ghi chu 1200
Vat tu 1201,Dam thep,tam,107.79,73671,5,Ghi chu 1201
Vat tu 1202,Thep goc,cai,123.35,72226,5,Ghi chu 1202
Vat tu 1203,Thep hinh,kg,290.80,77536,5,Ghi chu 1203
Vat tu 1204,Dam thep,kg,302.00,61663,5,Ghi chu 1204
Vat tu 1205,Dam thep,met,187.25,52301,5,Ghi chu 1205
Vat tu 1206,Thep hinh,cuon,125.80,67677,5,Ghi chu 1206
Vat tu 1207,Dam thep,thung,328.07,52920,5,Ghi chu 1207
Vat tu 1208,Dam thep,tam,163.61,65165,5,Ghi chu 1208
Vat tu 1209,Dam thep,tan,319.03,57508,5,Ghi chu 1209
Vat tu 1210,Thep goc,tan,1.45,57932,5,Ghi chu 1210
Vat tu 1211,Thep hinh,thung,292.50,63794,5,Ghi chu 1211
Vat tu 1212,Thep hop,cuon,136.30,73744,5,Ghi chu 1212
Vat tu 1213,Thep hop,thung,264.43,51024,5,Ghi chu 1213
Vat tu 1214,Ong thep,cai,290.45,64374,5,Ghi chu 1214
Vat tu 1215,Dam thep,met,284.85,61830,5,Ghi chu 1215
Vat tu 1216,Bu long - Oc vit,thung,154.91,78786,5,Ghi chu 1216
Vat tu 1217,Thep goc,cai,293.10,74097,5,Ghi chu 1217
Vat tu 1218,Ong thep,kg,250.78,80245,5,Ghi chu 1218
Vat tu 1219,Thep hop,met,236.47,52704,5,Ghi chu 1219
Vat tu 1220,Thep hinh,cuon,232.47,54727,5,Ghi chu 1220
Vat tu 1221,Vat tu tieu hao,tam,119.28,50120,5,Ghi chu 1221
Vat tu 1222,Thep hinh,tam,298.94,57579,5,Ghi chu 1222
Vat tu 1223,Thep hop,thung,176.59,79810,5,Ghi chu 1223
Vat tu 1224,Thep goc,tam,325.55,81846,5,Ghi chu 1224
Vat tu 1225,Ong thep,tam,144.90,55201,5,Ghi chu 1225
Vat tu 1226,Thep hinh,thung,106.27,74167,5,Ghi chu 1226
Vat tu 1227,Tam thep,tam,274.67,68915,5,Ghi chu 1227
Vat tu 1228,Ong thep,met,296.31,79663,5,Ghi chu 1228
Vat tu 1229,Ong thep,kg,254.00,62758,5,Ghi chu 1229
Vat tu 1230,Vat tu tieu hao,tan,310.58,55714,5,Ghi chu 1230
Vat tu 1231,Bu long - Oc vit,tam,259.32,60851,5,Ghi chu 1231
Vat tu 1232,Ong thep,kg,218.95,52641,5,Ghi chu 1232
Vat tu 1233,Dam thep,cai,165.01,55696,5,Ghi chu 1233
Vat tu 1234,Thep goc,cai,166.62,80049,5,Ghi chu 1234
Vat tu 1235,Ong thep,tam,290.94,58108,5,Ghi chu 1235
Vat tu 1236,Bu long - Oc vit,cuon,203.94,50135,5,Ghi chu 1236
Vat tu 1237,Thep goc,cai,148.19,62860,5,Ghi chu 1237
Vat tu 1238,Ong thep,tam,239.29,62152,5,Ghi chu 1238
Vat tu 1239,Tam thep,kg,114.70,63247,5,Ghi chu 1239
Vat tu 1240,Thep hop,met,154.31,66434,5,Ghi chu 1240
Vat tu 1241,Thep hinh,met,208.48,52034,5,Ghi chu 1241
Vat tu 1242,Tam thep,cai,197.97,80031,5,Ghi chu 1242
Vat tu 1243,Thep hinh,tam,166.13,53586,5,Ghi chu 1243
Vat tu 1244,Ong thep,kg,208.67,52212,5,Ghi chu 1244
Vat tu 1245,Dam thep,tan,91.88,74346,5,Ghi chu 1245
Vat tu 1246,Thep hinh,met,107.28,55917,5,Ghi chu 1246
Vat tu 1247,Bu long - Oc vit,kg,51.25,69819,5,Ghi chu 1247
Vat tu 1248,Bu long - Oc vit,tan,92.56,80774,5,Ghi chu 1248
Vat tu 1249,Thep hop,cai,26.10,70211,5,Ghi chu 1249
Vat tu 1250,Vat tu tieu hao,tan,223.94,79142,5,Ghi chu 1250
Vat tu 1251,Ong thep,met,300.12,68874,5,Ghi chu 1251
Vat tu 1252,Bu long - Oc vit,cuon,221.29,60597,5,Ghi chu 1252
Vat tu 1253,Vat tu tieu hao,met,11.80,62358,5,Ghi chu 1253
Vat tu 1254,Ong thep,cuon,270.94,77748,5,Ghi chu 1254
Vat tu 1255,Bu long - Oc vit,tam,89.48,54225,5,Ghi chu 1255
Vat tu 1256,Dam thep,tan,171.55,75016,5,Ghi chu 1256
Vat tu 1257,Vat tu tieu hao,tan,27.60,58156,5,Ghi chu 1257
Vat tu 1258,Thep goc,met,323.75,66942,5,Ghi chu 1258
Vat tu 1259,Ong thep,cuon,109.05,57417,5,Ghi chu 1259
Vat tu 1260,Thep hinh,tan,205.77,60158,5,Ghi chu 1260
Vat tu 1261,Vat tu tieu hao,met,303.47,72583,5,Ghi chu 1261
Vat tu 1262,Vat tu tieu hao,tam,142.86,78816,5,Ghi chu 1262
Vat tu 1263,Bu long - Oc vit,kg,11.54,64040,5,Ghi chu 1263
Vat tu 1264,Bu long - Oc vit,met,276.07,53921,5,Ghi chu 1264
Vat tu 1265,Vat tu tieu hao,cuon,323.39,68221,5,Ghi chu 1265
Vat tu 1266,Thep hinh,met,9.09,77419,5,Ghi chu 1266
Vat tu 1267,Dam thep,tan,118.51,64719,5,Ghi chu 1267
Vat tu 1268,Bu long - Oc vit,tan,308.61,77563,5,Ghi chu 1268
Vat tu 1269,Tam thep,cai,257.70,60410,5,Ghi chu 1269
Vat tu 1270,Thep hop,cuon,277.18,68012,5,Ghi chu 1270
Vat tu 1271,Ong thep,tan,271.33,68035,5,Ghi chu 1271
Vat tu 1272,Tam thep,met,75.55,72419,5,Ghi chu 1272
Vat tu 1273,Tam thep,cai,55.36,54508,5,Ghi chu 1273
Vat tu 1274,Dam thep,kg,160.59,63022,5,Ghi chu 1274
Vat tu 1275,Thep hinh,cuon,283.28,61703,5,Ghi chu 1275
Vat tu 1276,Tam thep,thung,36.10,69982,5,Ghi chu 1276
Vat tu 1277,Thep hinh,thung,80.16,65079,5,Ghi chu 1277
Vat tu 1278,Thep hop,met,261.11,58851,5,Ghi chu 1278
Vat tu 1279,Thep goc,thung,175.05,59413,5,Ghi chu 1279
Vat tu 1280,Thep hinh,kg,108.41,63066,5,Ghi chu 1280
Vat tu 1281,Thep hinh,met,177.28,52443,5,Ghi chu 1281
Vat tu 1282,Dam thep,cai,239.30,63422,5,Ghi chu 1282
Vat tu 1283,Ong thep,tan,197.37,53746,5,Ghi chu 1283
Vat tu 1284,Ong thep,cuon,17.97,61573,5,Ghi chu 1284
Vat tu 1285,Thep hop,cuon,100.99,82597,5,Ghi chu 1285
Vat tu 1286,Vat tu tieu hao,cai,232.65,55862,5,Ghi chu 1286
Vat tu 1287,Vat tu tieu hao,tam,227.39,54605,5,Ghi chu 1287
Vat tu 1288,Bu long - Oc vit,tan,213.29,79180,5,Ghi chu 1288
Vat tu 1289,Ong thep,cai,61.02,81075,5,Ghi chu 1289
Vat tu 1290,Thep hinh,thung,327.98,53850,5,Ghi chu 1290
Vat tu 1291,Bu long - Oc vit,met,180.76,58291,5,Ghi chu 1291
Vat tu 1292,Tam thep,tan,278.66,64126,5,Ghi chu 1292
Vat tu 1293,Ong thep,cai,244.92,82313,5,Ghi chu 1293
Vat tu 1294,Dam thep,tam,193.94,52335,5,Ghi chu 1294
Vat tu 1295,Tam thep,kg,69.36,58325,5,Ghi chu 1295
Vat tu 1296,Thep hinh,cai,179.29,50196,5,Ghi chu 1296
Vat tu 1297,Thep hop,cai,246.19,58556,5,Ghi chu 1297
Vat tu 1298,Bu long - Oc vit,thung,309.46,59843,5,Ghi chu 1298
Vat tu 1299,Tam thep,cai,88.42,68556,5,Ghi chu 1299
Vat tu 1300,Dam thep,cuon,124.14,56488,5,Ghi chu 1300
Vat tu 1301,Dam thep,tan,107.71,55619,5,Ghi chu 1301
Vat tu 1302,Vat tu tieu hao,cuon,28.08,64166,5,Ghi chu 1302
Vat tu 1303,Tam thep,tan,309.89,64051,5,Ghi chu 1303
Vat tu 1304,Ong thep,met,166.38,51164,5,Ghi chu 1304
Vat tu 1305,Thep hinh,tan,141.27,54584,5,Ghi chu 1305
Vat tu 1306,Thep hinh,kg,237.15,75944,5,Ghi chu 1306
Vat tu 1307,Thep hop,cuon,91.80,55752,5,Ghi chu 1307
Vat tu 1308,Thep goc,tan,132.08,55159,5,Ghi chu 1308
Vat tu 1309,Thep goc,tam,107.67,54343,5,Ghi chu 1309
Vat tu 1310,Tam thep,cuon,167.30,56296,5,Ghi chu 1310
Vat tu 1311,Tam thep,cai,99.13,56456,5,Ghi chu 1311
Vat tu 1312,Vat tu tieu hao,thung,283.98,66883,5,Ghi chu 1312
Vat tu 1313,Thep hinh,tan,28.83,70237,5,Ghi chu 1313
Vat tu 1314,Thep hinh,cuon,251.07,80870,5,Ghi chu 1314
Vat tu 1315,Ong thep,tam,206.76,78829,5,Ghi chu 1315
Vat tu 1316,Bu long - Oc vit,met,94.27,76109,5,Ghi chu 1316
Vat tu 1317,Vat tu tieu hao,kg,14.42,78639,5,Ghi chu 1317
Vat tu 1318,Vat tu tieu hao,cai,46.24,50770,5,Ghi chu 1318
Vat tu 1319,Ong thep,kg,178.34,57201,5,Ghi chu 1319
Vat tu 1320,Thep goc,kg,4.53,69318,5,Ghi chu 1320
Vat tu 1321,Thep goc,tan,227.09,70034,5,Ghi chu 1321
Vat tu 1322,Dam thep,tam,26.87,54732,5,Ghi chu 1322
Vat tu 1323,Vat tu tieu hao,thung,314.92,80979,5,Ghi chu 1323
Vat tu 1324,Dam thep,cuon,277.78,67676,5,Ghi chu 1324
Vat tu 1325,Thep goc,tan,193.88,79816,5,Ghi chu 1325
Vat tu 1326,Bu long - Oc vit,tam,136.31,63645,5,Ghi chu 1326
Vat tu 1327,Thep hop,tam,267.44,64558,5,Ghi chu 1327
Vat tu 1328,Tam thep,cuon,97.11,69418,5,Ghi chu 1328
Vat tu 1329,Vat tu tieu hao,cuon,91.03,74705,5,Ghi chu 1329
Vat tu 1330,Thep goc,cuon,254.19,73909,5,Ghi chu 1330
Vat tu 1331,Thep hinh,tam,102.47,78309,5,Ghi chu 1331
Vat tu 1332,Vat tu tieu hao,cuon,298.28,70518,5,Ghi chu 1332
Vat tu 1333,Dam thep,cuon,70.62,53398,5,Ghi chu 1333
Vat tu 1334,Thep goc,met,321.36,69387,5,Ghi chu 1334
Vat tu 1335,Thep goc,met,221.74,65868,5,Ghi chu 1335
Vat tu 1336,Ong thep,tam,222.44,63656,5,Ghi chu 1336
Vat tu 1337,Thep hinh,tam,112.67,54856,5,Ghi chu 1337
Vat tu 1338,Ong thep,tan,68.69,56904,5,Ghi chu 1338
Vat tu 1339,Vat tu tieu hao,tam,206.24,64763,5,Ghi chu 1339
Vat tu 1340,Thep goc,met,293.80,62938,5,Ghi chu 1340
Vat tu 1341,Ong thep,tam,74.73,51708,5,Ghi chu 1341
Vat tu 1342,Thep hop,cai,179.74,57159,5,Ghi chu 1342
Vat tu 1343,Thep goc,thung,171.59,57960,5,Ghi chu 1343
Vat tu 1344,Dam thep,thung,205.39,62314,5,Ghi chu 1344
Vat tu 1345,Vat tu tieu hao,tam,91.91,73118,5,Ghi chu 1345
Vat tu 1346,Thep hop,cai,236.70,80258,5,Ghi chu 1346
Vat tu 1347,Dam thep,kg,297.58,51868,5,Ghi chu 1347
Vat tu 1348,Ong thep,tam,147.84,59342,5,Ghi chu 1348
Vat tu 1349,Thep goc,thung,260.90,81032,5,Ghi chu 1349
Vat tu 1350,Ong thep,cuon,114.37,70062,5,Ghi chu 1350
Vat tu 1351,Thep goc,thung,290.84,77787,5,Ghi chu 1351
Vat tu 1352,Thep goc,tam,69.33,59632,5,Ghi chu 1352
Vat tu 1353,Ong thep,tam,90.44,79899,5,Ghi chu 1353
Vat tu 1354,Dam thep,cai,25.92,68087,5,Ghi chu 1354
Vat tu 1355,Tam thep,tam,130.28,74034,5,Ghi chu 1355
Vat tu 1356,Thep goc,tam,2.15,69233,5,Ghi chu 1356
Vat tu 1357,Dam thep,cuon,56.57,79747,5,Ghi chu 1357
Vat tu 1358,Ong thep,cai,88.09,67814,5,Ghi chu 1358
Vat tu 1359,Dam thep,cai,107.02,53127,5,Ghi chu 1359
Vat tu 1360,Thep hinh,cai,140.36,72181,5,Ghi chu 1360
Vat tu 1361,Thep goc,met,292.19,72326,5,Ghi chu 1361
Vat tu 1362,Tam thep,tam,303.50,59249,5,Ghi chu 1362
Vat tu 1363,Vat tu tieu hao,cuon,41.46,67126,5,Ghi chu 1363
Vat tu 1364,Tam thep,cai,289.72,67013,5,Ghi chu 1364
Vat tu 1365,Thep hinh,met,304.41,63045,5,Ghi chu 1365
Vat tu 1366,Vat tu tieu hao,cuon,288.80,52155,5,Ghi chu 1366
Vat tu 1367,Thep goc,tam,33.09,62200,5,Ghi chu 1367
Vat tu 1368,Vat tu tieu hao,met,288.25,64467,5,Ghi chu 1368
Vat tu 1369,Vat tu tieu hao,thung,169.99,50404,5,Ghi chu 1369
Vat tu 1370,Tam thep,kg,126.14,65280,5,Ghi chu 1370
Vat tu 1371,Thep hop,kg,130.49,70400,5,Ghi chu 1371
Vat tu 1372,Bu long - Oc vit,met,21.27,72144,5,Ghi chu 1372
Vat tu 1373,Thep hop,cai,275.68,82706,5,Ghi chu 1373
Vat tu 1374,Tam thep,met,121.55,82232,5,Ghi chu 1374
Vat tu 1375,Vat tu tieu hao,cai,57.40,50184,5,Ghi chu 1375
Vat tu 1376,Ong thep,tan,156.19,78084,5,Ghi chu 1376
Vat tu 1377,Thep hop,tan,323.41,54977,5,Ghi chu 1377
Vat tu 1378,Bu long - Oc vit,cai,182.31,64494,5,Ghi chu 1378
Vat tu 1379,Dam thep,thung,272.72,75918,5,Ghi chu 1379
Vat tu 1380,Thep hinh,kg,271.06,69137,5,Ghi chu 1380
Vat tu 1381,Ong thep,met,20.29,82126,5,Ghi chu 1381
Vat tu 1382,Vat tu tieu hao,thung,92.45,81981,5,Ghi chu 1382
Vat tu 1383,Bu long - Oc vit,tan,206.10,69606,5,Ghi chu 1383
Vat tu 1384,Bu long - Oc vit,cai,293.52,56532,5,Ghi chu 1384
Vat tu 1385,Thep hop,tam,17.50,64307,5,Ghi chu 1385
Vat tu 1386,Vat tu tieu hao,cuon,191.49,79028,5,Ghi chu 1386
Vat tu 1387,Vat tu tieu hao,tam,111.23,78405,5,Ghi chu 1387
Vat tu 1388,Ong thep,tan,58.59,77438,5,Ghi chu 1388
Vat tu 1389,Ong thep,thung,4.62,61314,5,Ghi chu 1389
Vat tu 1390,Thep hinh,thung,29.00,72613,5,Ghi chu 1390
Vat tu 1391,Thep hop,kg,13.11,80347,5,Ghi chu 1391
Vat tu 1392,Bu long - Oc vit,thung,235.11,71113,5,Ghi chu 1392
Vat tu 1393,Dam thep,kg,216.68,69699,5,Ghi chu 1393
Vat tu 1394,Thep hinh,met,138.57,64956,5,Ghi chu 1394
Vat tu 1395,Bu long - Oc vit,cuon,292.60,72055,5,Ghi chu 1395
Vat tu 1396,Thep hinh,cai,37.89,72788,5,Ghi chu 1396
Vat tu 1397,Thep goc,thung,284.57,72924,5,Ghi chu 1397
Vat tu 1398,Tam thep,tan,111.77,80051,5,Ghi chu 1398
Vat tu 1399,Vat tu tieu hao,cuon,144.76,81710,5,Ghi chu 1399
Vat tu 1400,Thep hinh,tam,11.74,55854,5,Ghi chu 1400
Vat tu 1401,Tam thep,thung,108.10,74938,5,Ghi chu 1401
Vat tu 1402,Thep hop,cuon,327.79,80010,5,Ghi chu 1402
Vat tu 1403,Thep hop,met,208.50,51099,5,Ghi chu 1403
Vat tu 1404,Dam thep,cai,158.89,76275,5,Ghi chu 1404
Vat tu 1405,Bu long - Oc vit,tan,226.00,63401,5,Ghi chu 1405
Vat tu 1406,Dam thep,tan,243.44,55484,5,Ghi chu 1406
Vat tu 1407,Thep hop,cai,25.14,50745,5,Ghi chu 1407
Vat tu 1408,Bu long - Oc vit,tan,216.63,74397,5,Ghi chu 1408
Vat tu 1409,Thep hop,cai,46.68,72527,5,Ghi chu 1409
Vat tu 1410,Thep goc,cai,100.54,54870,5,Ghi chu 1410
Vat tu 1411,Ong thep,cai,159.91,51498,5,Ghi chu 1411
Vat tu 1412,Thep goc,met,22.75,53389,5,Ghi chu 1412
Vat tu 1413,Dam thep,cai,132.85,80272,5,Ghi chu 1413
Vat tu 1414,Ong thep,cuon,181.90,66234,5,Ghi chu 1414
Vat tu 1415,Thep hinh,cai,284.59,75085,5,Ghi chu 1415
Vat tu 1416,Bu long - Oc vit,cai,73.43,54954,5,Ghi chu 1416
Vat tu 1417,Vat tu tieu hao,thung,58.93,77500,5,Ghi chu 1417
Vat tu 1418,Thep goc,met,230.26,76142,5,Ghi chu 1418
Vat tu 1419,Tam thep,cai,33.29,55054,5,Ghi chu 1419
Vat tu 1420,Bu long - Oc vit,cuon,255.31,60277,5,Ghi chu 1420
Vat tu 1421,Vat tu tieu hao,tan,43.37,80860,5,Ghi chu 1421
Vat tu 1422,Vat tu tieu hao,kg,8.01,82425,5,Ghi chu 1422
Vat tu 1423,Ong thep,tan,196.44,65021,5,Ghi chu 1423
Vat tu 1424,Ong thep,met,167.62,81809,5,Ghi chu 1424
Vat tu 1425,Vat tu tieu hao,kg,29.18,77297,5,Ghi chu 1425
Vat tu 1426,Ong thep,kg,324.02,74175,5,Ghi chu 1426
Vat tu 1427,Dam thep,cai,68.32,55914,5,Ghi chu 1427
Vat tu 1428,Vat tu tieu hao,tan,96.61,54132,5,Ghi chu 1428
Vat tu 1429,Bu long - Oc vit,tan,203.74,57530,5,Ghi chu 1429
Vat tu 1430,Ong thep,kg,278.53,80241,5,Ghi chu 1430
Vat tu 1431,Bu long - Oc vit,met,130.82,66015,5,Ghi chu 1431
Vat tu 1432,Thep hop,cai,242.47,61898,5,Ghi chu 1432
Vat tu 1433,Thep hop,kg,131.73,75049,5,Ghi chu 1433
Vat tu 1434,Thep hinh,kg,161.07,79958,5,Ghi chu 1434
Vat tu 1435,Dam thep,thung,268.78,76806,5,Ghi chu 1435
Vat tu 1436,Ong thep,kg,234.59,64809,5,Ghi chu 1436
Vat tu 1437,Ong thep,met,34.89,80956,5,Ghi chu 1437
Vat tu 1438,Bu long - Oc vit,cai,230.84,80123,5,Ghi chu 1438
Vat tu 1439,Thep goc,tam,219.69,65584,5,Ghi chu 1439
Vat tu 1440,Bu long - Oc vit,tan,197.28,73871,5,Ghi chu 1440
Vat tu 1441,Bu long - Oc vit,met,169.80,65155,5,Ghi chu 1441
Vat tu 1442,Thep hop,kg,312.40,50712,5,Ghi chu 1442
Vat tu 1443,Thep hinh,kg,42.23,60138,5,Ghi chu 1443
Vat tu 1444,Thep hop,tam,186.86,58189,5,Ghi chu 1444
Vat tu 1445,Ong thep,met,200.85,54816,5,Ghi chu 1445
Vat tu 1446,Dam thep,kg,212.23,52443,5,Ghi chu 1446
Vat tu 1447,Dam thep,cai,55.25,63199,5,Ghi chu 1447
Vat tu 1448,Thep hinh,thung,239.63,67631,5,Ghi chu 1448
Vat tu 1449,Tam thep,cai,102.26,56144,5,Ghi chu 1449
Vat tu 1450,Tam thep,cuon,21.89,81388,5,Ghi chu 1450
Vat tu 1451,Ong thep,met,254.80,82150,5,Ghi chu 1451
Vat tu 1452,Thep hop,thung,46.73,80170,5,Ghi chu 1452
Vat tu 1453,Vat tu tieu hao,tan,61.89,56519,5,Ghi chu 1453
Vat tu 1454,Bu long - Oc vit,cai,107.00,56801,5,Ghi chu 1454
Vat tu 1455,Tam thep,kg,7.45,60085,5,Ghi chu 1455
Vat tu 1456,Ong thep,kg,68.37,80481,5,Ghi chu 1456
Vat tu 1457,Thep hop,cai,199.38,57461,5,Ghi chu 1457
Vat tu 1458,Thep goc,thung,320.02,70441,5,Ghi chu 1458
Vat tu 1459,Thep hinh,tan,73.43,73624,5,Ghi chu 1459
Vat tu 1460,Thep goc,tan,62.50,61710,5,Ghi chu 1460
Vat tu 1461,Ong thep,cuon,58.06,74388,5,Ghi chu 1461
Vat tu 1462,Ong thep,cuon,168.63,80083,5,Ghi chu 1462
Vat tu 1463,Thep goc,cuon,123.41,66604,5,Ghi chu 1463
Vat tu 1464,Vat tu tieu hao,cai,111.37,54847,5,Ghi chu 1464
Vat tu 1465,Bu long - Oc vit,cai,268.69,57187,5,Ghi chu 1465
Vat tu 1466,Bu long - Oc vit,kg,175.23,55289,5,Ghi chu 1466
Vat tu 1467,Thep goc,cai,156.60,72565,5,Ghi chu 1467
Vat tu 1468,Vat tu tieu hao,kg,95.85,52732,5,Ghi chu 1468
Vat tu 1469,Ong thep,thung,17.97,70665,5,Ghi chu 1469
Vat tu 1470,Ong thep,cuon,25.52,55449,5,Ghi chu 1470
Vat tu 1471,Vat tu tieu hao,tam,272.05,80432,5,Ghi chu 1471
Vat tu 1472,Bu long - Oc vit,cuon,256.82,70691,5,Ghi chu 1472
Vat tu 1473,Thep hop,met,236.46,53436,5,Ghi chu 1473
Vat tu 1474,Thep hinh,cai,105.16,74058,5,Ghi chu 1474
Vat tu 1475,Thep goc,tam,259.22,50124,5,Ghi chu 1475
Vat tu 1476,Tam thep,thung,100.38,75216,5,Ghi chu 1476
Vat tu 1477,Dam thep,met,163.72,52145,5,Ghi chu 1477
Vat tu 1478,Thep hinh,tan,35.30,65976,5,Ghi chu 1478
Vat tu 1479,Ong thep,thung,308.92,78514,5,Ghi chu 1479
Vat tu 1480,Vat tu tieu hao,met,242.80,79148,5,Ghi chu 1480
Vat tu 1481,Thep hop,met,224.25,55953,5,Ghi chu 1481
Vat tu 1482,Dam thep,tam,194.03,71127,5,Ghi chu 1482
Vat tu 1483,Bu long - Oc vit,tam,258.94,72973,5,Ghi chu 1483
Vat tu 1484,Vat tu tieu hao,cuon,106.80,66941,5,Ghi chu 1484
Vat tu 1485,Dam thep,cuon,23.46,66784,5,Ghi chu 1485
Vat tu 1486,Thep hop,tam,120.41,71818,5,Ghi chu 1486
Vat tu 1487,Thep hop,tam,191.63,80084,5,Ghi chu 1487
Vat tu 1488,Ong thep,cai,152.45,58050,5,Ghi chu 1488
Vat tu 1489,Ong thep,tam,31.86,67116,5,Ghi chu 1489
Vat tu 1490,Thep goc,met,310.89,79461,5,Ghi chu 1490
Vat tu 1491,Bu long - Oc vit,cuon,164.24,79955,5,Ghi chu 1491
Vat tu 1492,Tam thep,thung,43.22,68861,5,Ghi chu 1492
Vat tu 1493,Thep hop,met,25.96,74468,5,Ghi chu 1493
Vat tu 1494,Thep goc,met,186.06,66634,5,Ghi chu 1494
Vat tu 1495,Bu long - Oc vit,cai,126.67,58726,5,Ghi chu 1495
Vat tu 1496,Dam thep,kg,237.29,78342,5,Ghi chu 1496
Vat tu 1497,Vat tu tieu hao,cai,113.08,77627,5,Ghi chu 1497
Vat tu 1498,Thep goc,tan,290.36,80596,5,Ghi chu 1498
Vat tu 1499,Thep hinh,cuon,73.02,51631,5,Ghi chu 1499
Vat tu 1500,Thep hinh,kg,185.72,51736,5,Ghi chu 1500
Vat tu 1501,Thep hinh,tam,57.26,70312,5,Ghi chu 1501
Vat tu 1502,Bu long - Oc vit,tan,10.95,67438,5,Ghi chu 1502
Vat tu 1503,Thep goc,thung,141.56,67837,5,Ghi chu 1503
Vat tu 1504,Thep hinh,thung,283.82,78106,5,Ghi chu 1504
Vat tu 1505,Dam thep,kg,170.83,70563,5,Ghi chu 1505
Vat tu 1506,Thep hop,tan,207.71,76936,5,Ghi chu 1506
Vat tu 1507,Tam thep,cuon,307.72,79015,5,Ghi chu 1507
